Keuwl Accelerometer Data File
2017-11-22 11-23-54

Time (s), X (g), Y (g), Z (g), R (g), Theta (deg), Phi (deg)
3.4598434,-0.028236,-0.062385,0.968400,0.970818,4.044768,245.647812
3.4706907,-0.030173,-0.070234,0.970336,0.973343,4.504326,246.751251
3.4797828,-0.035066,-0.072171,0.967380,0.970702,4.741525,244.086014
3.4891086,-0.032212,-0.069215,0.964526,0.967543,4.525628,245.043182
3.4991086,-0.032212,-0.069215,0.964526,0.967543,4.525628,245.043182
3.5002592,-0.032212,-0.069215,0.964526,0.967543,4.525628,245.043182
3.5097969,-0.029256,-0.067278,0.966463,0.969243,4.340997,246.498260
3.5227675,-0.029256,-0.073191,0.966463,0.969672,4.662537,248.212357
3.5298116,-0.031193,-0.073191,0.964526,0.967802,4.715425,246.917084
3.5397892,-0.027319,-0.069215,0.966463,0.969323,4.402732,248.460953
3.5504565,-0.028236,-0.066361,0.968400,0.971081,4.259058,246.950287
3.5598502,-0.027319,-0.069215,0.967380,0.970238,4.398548,248.460953
3.5701537,-0.028236,-0.070234,0.964526,0.967492,4.487510,248.098297
3.5797670,-0.027319,-0.066361,0.969419,0.972072,4.233783,247.624298
3.5904222,-0.024363,-0.065341,0.967380,0.969890,4.123171,249.551788
3.6020508,-0.028236,-0.067278,0.970336,0.973076,4.300200,247.232361
3.6101360,-0.030173,-0.063405,0.970336,0.972874,4.138957,244.550964
3.6198561,-0.032212,-0.069215,0.963507,0.966526,4.530386,245.043182
3.6302798,-0.025382,-0.068298,0.967380,0.970120,4.307299,249.612839
3.6398115,-0.028236,-0.071254,0.965443,0.968481,4.539111,248.382553
3.6502061,-0.028236,-0.067278,0.965443,0.968197,4.321915,247.232361
3.6598744,-0.028236,-0.068298,0.970336,0.973147,4.355456,247.538193
3.6709576,-0.028236,-0.066361,0.970336,0.973013,4.250542,246.950287
3.6798425,-0.028236,-0.068298,0.967380,0.970199,4.368746,247.538193
3.6898527,-0.026300,-0.069215,0.967380,0.970210,4.376898,249.194687
3.7004433,-0.026300,-0.061468,0.971356,0.973654,3.937411,246.835815
3.7110682,-0.029256,-0.065341,0.967380,0.970026,4.232488,245.880127
3.7198598,-0.027319,-0.067278,0.964526,0.967255,4.305343,247.899872
3.7310610,-0.028236,-0.066361,0.963507,0.966202,4.280616,246.950287
3.7398653,-0.026300,-0.062385,0.963507,0.965882,4.019367,247.141235
3.7541692,-0.030173,-0.071254,0.967380,0.970470,4.573246,247.049179
3.7598343,-0.030173,-0.071254,0.967380,0.970470,4.573246,247.049179
3.7698243,-0.033129,-0.067278,0.969419,0.972315,4.423547,243.783249
3.7798262,-0.028236,-0.065341,0.970336,0.972944,4.195540,246.629028
3.7898092,-0.027319,-0.069215,0.971356,0.974202,4.380611,248.460953
3.7998071,-0.029256,-0.066361,0.963507,0.966232,4.304570,246.209229
3.8102801,-0.028236,-0.067278,0.966463,0.969213,4.317381,247.232361
3.8105218,-0.028236,-0.066361,0.970336,0.973013,4.250542,246.950287
3.8205218,-0.028236,-0.066361,0.970336,0.973013,4.250542,246.950287
3.8305218,-0.028236,-0.066361,0.970336,0.973013,4.250542,246.950287
3.8316607,-0.028236,-0.066361,0.970336,0.973013,4.250542,246.950287
3.8397975,-0.031193,-0.070234,0.973293,0.976322,4.514621,246.052948
3.8506405,-0.031193,-0.067278,0.973293,0.976114,4.357075,245.125854
3.8598070,-0.028236,-0.069215,0.966463,0.969349,4.422839,247.806854
3.8705471,-0.030173,-0.068298,0.971356,0.974221,4.395564,246.164581
3.8797946,-0.027319,-0.065341,0.968400,0.970986,4.182824,247.310349
3.8899906,-0.025382,-0.066361,0.966463,0.969071,4.204539,249.068726
3.8998106,-0.029256,-0.066361,0.968400,0.971111,4.282903,246.209229
3.9098866,-0.030173,-0.070234,0.969419,0.972428,4.508586,246.751251
3.9233599,-0.028236,-0.067278,0.969419,0.972161,4.304251,247.232361
3.9302568,-0.028236,-0.066361,0.966463,0.969150,4.267556,246.950287
3.9398036,-0.025382,-0.059531,0.969419,0.971577,3.819263,246.908066
3.9501402,-0.027319,-0.065341,0.971356,0.973934,4.170163,247.310349
3.9598227,-0.028236,-0.061468,0.972273,0.974623,3.979805,245.327377
3.9701793,-0.025382,-0.061468,0.971356,0.973630,3.916567,247.562546
3.9803796,-0.028236,-0.067278,0.968400,0.971144,4.308753,247.232361
3.9811218,-0.029256,-0.065341,0.964526,0.967179,4.245009,245.880127
3.9911215,-0.029256,-0.065341,0.964526,0.967179,4.245009,245.880127
4.0011215,-0.029256,-0.065341,0.964526,0.967179,4.245009,245.880127
4.0027027,-0.029256,-0.065341,0.964526,0.967179,4.245009,245.880127
4.0097852,-0.026300,-0.065341,0.967380,0.969941,4.164382,248.075409
4.0198770,-0.029256,-0.064424,0.967380,0.969964,4.183292,245.576538
4.0354419,-0.030173,-0.065341,0.967380,0.970054,4.254917,245.213516
4.0397897,-0.032212,-0.067278,0.971356,0.974216,4.391239,244.415466
4.0499177,-0.027319,-0.064424,0.967380,0.969908,4.137395,247.020599
4.0598850,-0.030173,-0.068298,0.965443,0.968326,4.422351,246.164581
4.0711274,-0.025382,-0.064424,0.963507,0.965991,4.110565,248.496185
4.0798087,-0.025382,-0.065341,0.968400,0.970933,4.140187,248.771057
4.0898581,-0.031193,-0.069215,0.967380,0.970355,4.487335,245.740692
4.0998034,-0.027319,-0.064424,0.966463,0.968993,4.141275,247.020599
4.1099005,-0.029256,-0.064424,0.966463,0.969049,4.187223,245.576538
4.1197982,-0.030173,-0.070234,0.969419,0.972428,4.508586,246.751251
4.1207647,-0.026300,-0.061468,0.970336,0.972637,3.941586,246.835815
4.1307645,-0.026300,-0.061468,0.970336,0.972637,3.941586,246.835815
4.1407647,-0.026300,-0.061468,0.970336,0.972637,3.941586,246.835815
4.1419601,-0.026300,-0.061468,0.970336,0.972637,3.941586,246.835815
4.1498008,-0.026300,-0.064424,0.969419,0.971913,4.105655,247.793350
4.1599565,-0.030173,-0.065341,0.967380,0.970054,4.254917,245.213516
4.1698799,-0.027319,-0.062385,0.967380,0.969775,4.027058,246.350983
4.1798062,-0.032212,-0.072171,0.962589,0.965828,4.693774,245.947464
4.1901937,-0.029256,-0.066361,0.961570,0.964301,4.313206,246.209229
4.1998053,-0.027319,-0.068298,0.964526,0.967327,4.361163,248.198593
4.2106276,-0.030173,-0.075127,0.964526,0.967918,4.798038,248.118210
4.2197976,-0.029256,-0.067278,0.964526,0.967312,4.349696,246.498260
4.2319884,-0.027319,-0.062385,0.965443,0.967843,4.035074,246.350983
4.2398343,-0.025382,-0.069215,0.964526,0.967339,4.370853,249.861221
4.2498403,-0.029256,-0.063405,0.964526,0.967050,4.140849,245.230698
4.2603617,-0.030173,-0.064424,0.969419,0.972026,4.197080,244.903748
4.2642536,-0.027319,-0.067278,0.965443,0.968170,4.301247,247.899872
4.2742538,-0.027319,-0.067278,0.965443,0.968170,4.301247,247.899872
4.2842536,-0.027319,-0.067278,0.965443,0.968170,4.301247,247.899872
4.2853842,-0.027319,-0.067278,0.965443,0.968170,4.301247,247.899872
4.2898078,-0.027319,-0.067278,0.965443,0.968170,4.301247,247.899872
4.2998061,-0.032212,-0.069215,0.966463,0.969473,4.516529,245.043182
4.3098135,-0.027319,-0.066361,0.965443,0.968107,4.251141,247.624298
4.3198862,-0.031193,-0.068298,0.963507,0.966428,4.455884,245.453049
4.3298030,-0.028236,-0.072171,0.970336,0.973426,4.566388,248.632431
4.3398876,-0.032212,-0.063405,0.967380,0.969991,4.204586,243.067673
4.3498263,-0.028236,-0.062385,0.961570,0.964005,4.073426,245.647812
4.3611746,-0.027319,-0.062385,0.968400,0.970791,4.022825,246.350983
4.3698044,-0.027319,-0.067278,0.964526,0.967255,4.305343,247.899872
4.3798175,-0.030173,-0.069215,0.965443,0.968391,4.471900,246.445923
4.3901224,-0.024363,-0.067278,0.965443,0.968091,4.238730,250.093613
4.3998084,-0.030173,-0.069215,0.965443,0.968391,4.471900,246.445923
4.4098186,-0.030173,-0.071254,0.967380,0.970470,4.573246,247.049179
4.4198003,-0.027319,-0.066361,0.965443,0.968107,4.251141,247.624298
4.4298263,-0.029256,-0.069215,0.971356,0.974258,4.423635,247.087173
4.4422736,-0.031193,-0.067278,0.973293,0.976114,4.357075,245.125854
4.4502964,-0.028236,-0.067278,0.967380,0.970128,4.313251,247.232361
4.4599962,-0.029256,-0.069215,0.963507,0.966432,4.459487,247.087173
4.4698234,-0.024363,-0.063405,0.970336,0.972711,4.004235,248.981003
4.4798465,-0.030173,-0.069215,0.962589,0.965546,4.485152,246.445923
4.4898815,-0.031193,-0.071254,0.963507,0.966641,4.615413,246.357727
4.4998050,-0.024363,-0.065341,0.966463,0.968975,4.127064,249.551788
4.5107560,-0.027319,-0.070234,0.965443,0.968380,4.463351,248.745483
4.5198097,-0.027319,-0.065341,0.973293,0.975866,4.161890,247.310349
4.5299006,-0.028236,-0.068298,0.972273,0.975078,4.346813,247.538193
4.5398035,-0.025382,-0.063405,0.971356,0.973754,4.021851,248.182709
4.5547657,-0.029256,-0.064424,0.967380,0.969964,4.183292,245.576538
4.5598083,-0.029256,-0.064424,0.971356,0.973929,4.166216,245.576538
4.5697975,-0.029256,-0.061468,0.968400,0.970789,4.021072,244.547714
4.5798135,-0.029256,-0.065341,0.974210,0.976837,4.202956,245.880127
4.5883994,-0.028236,-0.071254,0.965443,0.968481,4.539111,248.382553
4.5983992,-0.028236,-0.071254,0.965443,0.968481,4.539111,248.382553
4.5998111,-0.028236,-0.071254,0.965443,0.968481,4.539111,248.382553
4.6099629,-0.032212,-0.065341,0.967380,0.970119,4.306616,243.757629
4.6198187,-0.030173,-0.074108,0.970336,0.973630,4.714055,247.846176
4.6354542,-0.028236,-0.065341,0.971356,0.973960,4.191196,246.629028
4.6397805,-0.028236,-0.065341,0.971356,0.973960,4.191196,246.629028
4.6498275,-0.034149,-0.070234,0.964526,0.967682,4.629101,244.070435
4.6598201,-0.027319,-0.065341,0.969419,0.972003,4.178467,247.310349
4.6698484,-0.029256,-0.065341,0.972273,0.974905,4.211288,245.880127
4.6798177,-0.028236,-0.066361,0.966463,0.969150,4.267556,246.950287
4.6884422,-0.026300,-0.064424,0.966463,0.968965,4.118180,247.793350
4.6984425,-0.026300,-0.064424,0.966463,0.968965,4.118180,247.793350
4.7001615,-0.026300,-0.064424,0.966463,0.968965,4.118180,247.793350
4.7099156,-0.028236,-0.067278,0.967380,0.970128,4.313251,247.232361
4.7197981,-0.030173,-0.068298,0.969419,0.972290,4.404289,246.164581
4.7299571,-0.027319,-0.067278,0.966463,0.969187,4.296737,247.899872
4.7398148,-0.023344,-0.061468,0.965443,0.967680,3.896114,249.204834
4.7501593,-0.024363,-0.063405,0.971356,0.973728,4.000027,248.981003
4.7598195,-0.025382,-0.064424,0.974210,0.976668,4.065582,248.496185
4.7704248,-0.027319,-0.063405,0.969419,0.971874,4.073571,246.690323
4.7798276,-0.027319,-0.066361,0.973293,0.975935,4.216958,247.624298
4.7859802,-0.030173,-0.064424,0.972273,0.974872,4.184790,244.903748
4.7959800,-0.030173,-0.064424,0.972273,0.974872,4.184790,244.903748
4.8059807,-0.030173,-0.064424,0.972273,0.974872,4.184790,244.903748
4.8068814,-0.028236,-0.067278,0.966463,0.969213,4.317381,247.232361
4.8102469,-0.028236,-0.067278,0.966463,0.969213,4.317381,247.232361
4.8197680,-0.027319,-0.066361,0.965443,0.968107,4.251141,247.624298
4.8301773,-0.029256,-0.066361,0.971356,0.974059,4.269942,246.209229
4.8398914,-0.028236,-0.067278,0.970336,0.973076,4.300200,247.232361
4.8501735,-0.027319,-0.062385,0.964526,0.966927,4.038954,246.350983
4.8599238,-0.026300,-0.062385,0.970336,0.972695,3.991156,247.141235
4.8752980,-0.029256,-0.064424,0.967380,0.969964,4.183292,245.576538
4.8797960,-0.029256,-0.064424,0.967380,0.969964,4.183292,245.576538
4.8908510,-0.027319,-0.062385,0.966463,0.968859,4.030849,246.350983
4.8998542,-0.028236,-0.062385,0.966463,0.968886,4.052846,245.647812
4.9107757,-0.027319,-0.062385,0.968400,0.970791,4.022825,246.350983
4.9198184,-0.027319,-0.062385,0.969419,0.971808,4.018588,246.350983
4.9310570,-0.025382,-0.067278,0.968400,0.971066,4.246670,249.329880
4.9398203,-0.027319,-0.064424,0.964526,0.967061,4.149637,247.020599
4.9503698,-0.029256,-0.068298,0.972273,0.975108,4.369957,246.811737
4.9598331,-0.026300,-0.066361,0.962589,0.965232,4.241086,248.380920
4.9698520,-0.029256,-0.067278,0.966463,0.969243,4.340997,246.498260
4.9798312,-0.028236,-0.066361,0.969419,0.972098,4.254595,246.950287
4.9903302,-0.029256,-0.070234,0.969419,0.972400,4.487641,247.386047
5.0044436,-0.032212,-0.075127,0.967380,0.970828,4.829942,246.792023
5.0102720,-0.026300,-0.067278,0.966463,0.969159,4.274480,248.649017
5.0197978,-0.031193,-0.065341,0.969419,0.972119,4.271410,244.481171
5.0305119,-0.030173,-0.070234,0.966463,0.969481,4.522337,246.751251
5.0458989,-0.033129,-0.075127,0.964526,0.968014,4.865746,246.203629
5.0506158,-0.031193,-0.065341,0.970336,0.973034,4.267418,244.481171
5.0598159,-0.029256,-0.064424,0.965443,0.968033,4.191664,245.576538
5.0703783,-0.030173,-0.067278,0.968400,0.971203,4.354107,245.844482
5.0798364,-0.032212,-0.067278,0.970336,0.973199,4.395831,244.415466
5.0903268,-0.032212,-0.065341,0.967380,0.970119,4.306616,243.757629
5.0997701,-0.031193,-0.067278,0.965443,0.968287,4.392399,245.125854
5.1008010,-0.029256,-0.066361,0.968400,0.971111,4.282903,246.209229
5.1108007,-0.029256,-0.066361,0.968400,0.971111,4.282903,246.209229
5.1208005,-0.029256,-0.066361,0.968400,0.971111,4.282903,246.209229
5.1230998,-0.029256,-0.066361,0.968400,0.971111,4.282903,246.209229
5.1301541,-0.029256,-0.069215,0.970336,0.973242,4.428238,247.087173
5.1455450,-0.027319,-0.065341,0.968400,0.970986,4.182824,247.310349
5.1497908,-0.030173,-0.069215,0.968400,0.971339,4.458345,246.445923
5.1597972,-0.028236,-0.061468,0.970336,0.972691,3.987720,245.327377
5.1698284,-0.028236,-0.071254,0.970336,0.973359,4.516313,248.382553
5.1798415,-0.029256,-0.067278,0.965443,0.968227,4.345551,246.498260
5.1912060,-0.030173,-0.072171,0.972273,0.975415,4.599895,247.311218
5.1998224,-0.026300,-0.059531,0.966463,0.968652,3.852444,246.165085
5.2105756,-0.032212,-0.069215,0.965443,0.968457,4.521340,245.043182
5.2274637,-0.032212,-0.069215,0.963507,0.966526,4.530386,245.043182
5.2307544,-0.028236,-0.066361,0.969419,0.972098,4.254595,246.950287
5.2398152,-0.028236,-0.065341,0.966463,0.969081,4.212311,246.629028
5.2501936,-0.032212,-0.071254,0.967380,0.970535,4.621350,245.673492
5.2502575,-0.024363,-0.063405,0.968400,0.970779,4.012247,248.981003
5.2602572,-0.024363,-0.063405,0.968400,0.970779,4.012247,248.981003
5.2702570,-0.024363,-0.063405,0.968400,0.970779,4.012247,248.981003
5.2740588,-0.027319,-0.070234,0.968400,0.971327,4.449770,248.745483
5.2797875,-0.027319,-0.070234,0.968400,0.971327,4.449770,248.745483
5.2907109,-0.030173,-0.069215,0.960550,0.963514,4.494662,246.445923
5.2998195,-0.027319,-0.069215,0.970336,0.973185,4.385214,248.460953
5.3098369,-0.028236,-0.066361,0.969419,0.972098,4.254595,246.950287
5.3199935,-0.027319,-0.063405,0.968400,0.970857,4.077895,246.690323
5.3303938,-0.026300,-0.061468,0.965443,0.967756,3.961508,246.835815
5.3398204,-0.027319,-0.067278,0.970336,0.973050,4.279655,247.899872
5.3501921,-0.028236,-0.067278,0.964526,0.967282,4.326037,247.232361
5.3600693,-0.027319,-0.060449,0.968400,0.970669,3.918616,245.679916
5.3702979,-0.031193,-0.066361,0.966463,0.969240,4.338786,244.824310
5.3798003,-0.024363,-0.066361,0.967380,0.969960,4.179451,249.840424
5.3901634,-0.033129,-0.068298,0.970336,0.973301,4.473083,244.123154
5.3998389,-0.027319,-0.062385,0.973293,0.975672,4.002669,246.350983
5.4098301,-0.029256,-0.066361,0.971356,0.974059,4.269942,246.209229
5.4203629,-0.029256,-0.069215,0.968400,0.971311,4.437075,247.087173
5.4298482,-0.027319,-0.068298,0.970336,0.973121,4.335173,248.198593
5.4398074,-0.030173,-0.066361,0.969419,0.972156,4.300427,245.549408
5.4498458,-0.028236,-0.062385,0.972273,0.974682,4.028759,245.647812
5.4598441,-0.033129,-0.070234,0.968400,0.971508,4.584754,244.746841
5.4766946,-0.026300,-0.065341,0.963507,0.966078,4.181091,248.075409
5.4810138,-0.029256,-0.066361,0.967380,0.970095,4.287382,246.209229
5.4898067,-0.028236,-0.067278,0.963507,0.966265,4.330562,247.232361
5.4998436,-0.029256,-0.060449,0.976249,0.978556,3.935122,244.173965
5.5098557,-0.030173,-0.070234,0.967380,0.970396,4.518047,246.751251
5.5198479,-0.027319,-0.065341,0.968400,0.970986,4.182824,247.310349
5.5297995,-0.028236,-0.065341,0.979103,0.981687,4.158123,246.629028
5.5304346,-0.025382,-0.067278,0.964526,0.967203,4.263654,249.329880
5.5404348,-0.025382,-0.067278,0.964526,0.967203,4.263654,249.329880
5.5504346,-0.025382,-0.067278,0.964526,0.967203,4.263654,249.329880
5.5516233,-0.025382,-0.067278,0.964526,0.967203,4.263654,249.329880
5.5598288,-0.027319,-0.065341,0.968400,0.970986,4.182824,247.310349
5.5703478,-0.031193,-0.063405,0.967380,0.969957,4.177717,243.804596
5.5798306,-0.031193,-0.074108,0.963507,0.966856,4.770276,247.173401
5.5899358,-0.031193,-0.074108,0.965443,0.968786,4.760780,247.173401
5.5998325,-0.033129,-0.068298,0.961570,0.964561,4.513710,244.123154
5.6116819,-0.028236,-0.068298,0.968400,0.971215,4.364126,247.538193
5.6198258,-0.026300,-0.068298,0.967380,0.970145,4.326399,248.939575
5.6301122,-0.029256,-0.067278,0.967380,0.970158,4.336935,246.498260
5.6398225,-0.032212,-0.068298,0.966463,0.969408,4.467606,244.749481
5.6485801,-0.029256,-0.071254,0.966463,0.969527,4.556769,247.677612
5.6585803,-0.029256,-0.071254,0.966463,0.969527,4.556769,247.677612
5.6599970,-0.029256,-0.071254,0.966463,0.969527,4.556769,247.677612
5.6702161,-0.027319,-0.072171,0.964526,0.967608,4.574317,249.266785
5.6801267,-0.031193,-0.071254,0.969419,0.972534,4.587359,246.357727
5.6902452,-0.028236,-0.064424,0.965443,0.968002,4.167109,246.332581
5.6998200,-0.031193,-0.068298,0.974210,0.977099,4.407134,245.453049
5.7103219,-0.030173,-0.069215,0.965443,0.968391,4.471900,246.445923
5.7199154,-0.032212,-0.069215,0.966463,0.969473,4.516529,245.043182
5.7299156,-0.032212,-0.069215,0.966463,0.969473,4.516529,245.043182
5.7311492,-0.032212,-0.069215,0.966463,0.969473,4.516529,245.043182
5.7398276,-0.030173,-0.065341,0.971356,0.974018,4.237575,245.213516
5.7509074,-0.029256,-0.066361,0.965443,0.968164,4.296007,246.209229
5.7598300,-0.029256,-0.065341,0.965443,0.968094,4.240993,245.880127
5.7702141,-0.032212,-0.067278,0.970336,0.973199,4.395831,244.415466
5.7797880,-0.027319,-0.060449,0.965443,0.967720,3.930591,245.679916
5.7811198,-0.029256,-0.066361,0.969419,0.972128,4.278419,246.209229
5.7911196,-0.029256,-0.066361,0.969419,0.972128,4.278419,246.209229
5.8011198,-0.029256,-0.066361,0.969419,0.972128,4.278419,246.209229
5.8023119,-0.029256,-0.066361,0.969419,0.972128,4.278419,246.209229
5.8098030,-0.029256,-0.066361,0.960550,0.963284,4.317744,246.209229
5.8198438,-0.028236,-0.068298,0.967380,0.970199,4.368746,247.538193
5.8313580,-0.031193,-0.076147,0.963507,0.967014,4.881464,247.724106
5.8400612,-0.027319,-0.067278,0.962589,0.965324,4.313932,247.899872
5.8498354,-0.031193,-0.069215,0.965443,0.968424,4.496274,245.740692
5.8598228,-0.031193,-0.070234,0.962589,0.965652,4.564629,246.052948
5.8698020,-0.029256,-0.072171,0.966463,0.969595,4.606832,247.933975
5.8798018,-0.029256,-0.066361,0.965443,0.968164,4.296007,246.209229
5.8910642,-0.029256,-0.069215,0.963507,0.966432,4.459487,247.087173
5.8997931,-0.029256,-0.069215,0.964526,0.967449,4.454830,247.087173
5.9097991,-0.029256,-0.068298,0.965443,0.968298,4.400774,246.811737
5.9198222,-0.027319,-0.069215,0.968400,0.971254,4.393915,248.460953
5.9201245,-0.026300,-0.065341,0.968400,0.970958,4.160054,248.075409
5.9301248,-0.026300,-0.065341,0.968400,0.970958,4.160054,248.075409
5.9401245,-0.026300,-0.065341,0.968400,0.970958,4.160054,248.075409
5.9411607,-0.026300,-0.065341,0.969419,0.971974,4.155674,248.075409
5.9501934,-0.026300,-0.065341,0.969419,0.971974,4.155674,248.075409
5.9598699,-0.028236,-0.064424,0.967380,0.969934,4.158782,246.332581
5.9709554,-0.031193,-0.063405,0.961570,0.964163,4.202909,243.804596
5.9798036,-0.031193,-0.063405,0.961570,0.964163,4.202909,243.804596
5.9904027,-0.030173,-0.069215,0.968400,0.971339,4.458345,246.445923
5.9998484,-0.031193,-0.065341,0.965443,0.968155,4.288935,244.481171
6.0177951,-0.029256,-0.071254,0.967380,0.970442,4.552512,247.677612
6.0198092,-0.029256,-0.071254,0.969419,0.972474,4.542950,247.677612
6.0306902,-0.031193,-0.069215,0.965443,0.968424,4.496274,245.740692
6.0398617,-0.026300,-0.064424,0.973293,0.975777,4.089405,247.793350
6.0498056,-0.028236,-0.066361,0.970336,0.973013,4.250542,246.950287
6.0598059,-0.028236,-0.066361,0.970336,0.973013,4.250542,246.950287
6.0616107,-0.028236,-0.065341,0.968400,0.971012,4.203980,246.629028
6.0717688,-0.028236,-0.070234,0.968400,0.971354,4.469622,248.098297
6.0798874,-0.030173,-0.068298,0.968400,0.971274,4.408911,246.164581
6.0907798,-0.029256,-0.064424,0.968400,0.970981,4.178842,245.576538
6.0998554,-0.030173,-0.068298,0.968400,0.971274,4.408911,246.164581
6.1106043,-0.028236,-0.070234,0.966463,0.969423,4.478509,248.098297
6.1201248,-0.032212,-0.069215,0.961570,0.964596,4.539456,245.043182
6.1311970,-0.031193,-0.068298,0.968400,0.971306,4.433454,245.453049
6.1398244,-0.028236,-0.070234,0.968400,0.971354,4.469622,248.098297
6.1502967,-0.026300,-0.062385,0.965443,0.967814,4.011369,247.141235
6.1598034,-0.028236,-0.067278,0.964526,0.967282,4.326037,247.232361
6.1703386,-0.029256,-0.064424,0.965443,0.968033,4.191664,245.576538
6.1798148,-0.029256,-0.076147,0.966463,0.969899,4.824545,248.983047
6.1903410,-0.031193,-0.070234,0.965443,0.968497,4.551178,246.052948
6.2004480,-0.031193,-0.066361,0.970336,0.973103,4.321507,244.824310
6.2103491,-0.031193,-0.066361,0.962589,0.965378,4.356175,244.824310
6.2198272,-0.031193,-0.066361,0.971356,0.974119,4.317019,244.824310
6.2304807,-0.028236,-0.066361,0.968400,0.971081,4.259058,246.950287
6.2398310,-0.027319,-0.064424,0.968400,0.970925,4.133086,247.020599
6.2503748,-0.028236,-0.064424,0.968400,0.970951,4.154448,246.332581
6.2598186,-0.030173,-0.068298,0.968400,0.971274,4.408911,246.164581
6.2702093,-0.028236,-0.066361,0.969419,0.972098,4.254595,246.950287
6.2798152,-0.032212,-0.069215,0.960550,0.963579,4.544243,245.043182
6.2905126,-0.034149,-0.073191,0.962589,0.965971,4.796119,244.987473
6.2998137,-0.032212,-0.072171,0.969419,0.972635,4.660814,245.947464
6.3106804,-0.029256,-0.065341,0.965443,0.968094,4.240993,245.880127
6.3198037,-0.028236,-0.065341,0.964526,0.967149,4.220765,246.629028
6.3306751,-0.031193,-0.067278,0.965443,0.968287,4.392399,245.125854
6.3397980,-0.028236,-0.071254,0.959633,0.962689,4.566431,248.382553
6.3504310,-0.028236,-0.069215,0.963507,0.966402,4.436369,247.806854
6.3614926,-0.031193,-0.066361,0.970336,0.973103,4.321507,244.824310
6.3704553,-0.032212,-0.071254,0.966463,0.969621,4.625714,245.673492
6.3801003,-0.028236,-0.063405,0.968400,0.970884,4.099545,245.994797
6.3898258,-0.028236,-0.066361,0.968400,0.971081,4.259058,246.950287
6.3998089,-0.024363,-0.069215,0.968400,0.971176,4.333139,250.608536
6.4098077,-0.027319,-0.066361,0.965443,0.968107,4.251141,247.624298
6.4198418,-0.030173,-0.065341,0.966463,0.969139,4.258920,245.213516
6.4313669,-0.029256,-0.069215,0.966463,0.969380,4.445895,247.087173
6.4398017,-0.028236,-0.070234,0.967380,0.970337,4.474308,248.098297
6.4538221,-0.027319,-0.066361,0.967380,0.970038,4.242656,247.624298
6.4598198,-0.027319,-0.066361,0.967380,0.970038,4.242656,247.624298
6.4699826,-0.025382,-0.065341,0.969419,0.971950,4.135786,248.771057
6.4804654,-0.028236,-0.069215,0.970336,0.973212,4.405311,247.806854
6.4901633,-0.030173,-0.068298,0.968400,0.971274,4.408911,246.164581
6.5001636,-0.030173,-0.068298,0.968400,0.971274,4.408911,246.164581
6.5017333,-0.026300,-0.065341,0.967380,0.969941,4.164382,248.075409
6.5103312,-0.026300,-0.065341,0.967380,0.969941,4.164382,248.075409
6.5198855,-0.030173,-0.061468,0.967380,0.969801,4.048882,243.854553
6.5298223,-0.028236,-0.069215,0.967380,0.970264,4.418718,247.806854
6.5397992,-0.030173,-0.070234,0.965443,0.968465,4.527099,246.751251
6.5498238,-0.027319,-0.066361,0.970336,0.972987,4.229757,247.624298
6.5586576,-0.032212,-0.072171,0.963507,0.966743,4.689306,245.947464
6.5686584,-0.032212,-0.072171,0.963507,0.966743,4.689306,245.947464
6.5699329,-0.029256,-0.068298,0.971356,0.974193,4.374078,246.811737
6.5798578,-0.027319,-0.067278,0.969419,0.972135,4.283680,247.899872
6.5903177,-0.028236,-0.063405,0.966463,0.968952,4.107705,245.994797
6.6002083,-0.027319,-0.067278,0.969419,0.972135,4.283680,247.899872
6.6103606,-0.031193,-0.065341,0.968400,0.971103,4.275901,244.481171
6.6198182,-0.027319,-0.065341,0.967380,0.969969,4.187223,247.310349
6.6303563,-0.030173,-0.066361,0.968400,0.971139,4.304934,245.549408
6.6398573,-0.031193,-0.073191,0.965443,0.968716,4.710979,246.917084
6.6498618,-0.029256,-0.067278,0.964526,0.967312,4.349696,246.498260
6.6598110,-0.027319,-0.062385,0.967380,0.969775,4.027058,246.350983
6.6700983,-0.029256,-0.066361,0.967380,0.970095,4.287382,246.209229
6.6798143,-0.029256,-0.067278,0.967380,0.970158,4.336935,246.498260
6.6903968,-0.028236,-0.065341,0.966463,0.969081,4.212311,246.629028
6.6998291,-0.028236,-0.066361,0.966463,0.969150,4.267556,246.950287
6.7099433,-0.034149,-0.071254,0.964526,0.967757,4.683245,244.393646
6.7198110,-0.031193,-0.066361,0.971356,0.974119,4.317019,244.824310
6.7305818,-0.026300,-0.069215,0.962589,0.965433,4.398548,249.194687
6.7397714,-0.028236,-0.071254,0.967380,0.970412,4.530040,248.382553
6.7498288,-0.030173,-0.066361,0.971356,0.974087,4.291902,245.549408
6.7598028,-0.029256,-0.067278,0.966463,0.969243,4.340997,246.498260
6.7698050,-0.027319,-0.064424,0.965443,0.967976,4.145670,247.020599
6.7840219,-0.026300,-0.061468,0.974210,0.976501,3.925905,246.835815
6.7903457,-0.028236,-0.066361,0.962589,0.965287,4.284686,246.950287
6.7998681,-0.029256,-0.068298,0.965443,0.968298,4.400774,246.811737
6.8107538,-0.028236,-0.070234,0.973293,0.976232,4.447261,248.098297
6.8198352,-0.027319,-0.067278,0.967380,0.970102,4.292678,247.899872
6.8298702,-0.028236,-0.067278,0.965443,0.968197,4.321915,247.232361
